p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,injury_rate,minutes_per_game,experience_years,bmi_class
ahmedelmohamady,2020,54,60,856.0,14,38,4703.0,65,1987-09-09,182.3333333333333,78.0,Egypt,High/Medium,74.5,72.16666666666667,72.33333333333333,Defender,33,,,,,,23.461861107119105,3.5,1.0,,,,0.9090909090909091,57.06666666666667,33,Normal
albianajeti,2019,16,32,175.0,9,28,175.0,9,1997-02-26,183.0,77.33333333333333,Switzerland,High/Medium,76.83333333333333,68.83333333333333,69.0,Forward,22,,,,,,23.09215961459981,3.5,2.0,,,,3.2,17.5,22,Normal
aleksandarmitrovic,2017,41,96,119.0,6,10,5095.0,70,1994-09-16,188.3333333333333,84.66666666666667,Serbia,Medium/Medium,61.66666666666666,80.83333333333333,76.33333333333333,Forward,23,,,,,,23.870310909233307,3.0,2.0,,,,1.352112676056338,17.0,23,Normal
aleksandarmitrovic,2020,17,96,1520.0,27,30,5095.0,70,1994-09-16,188.3333333333333,84.66666666666667,Serbia,Medium/Medium,61.66666666666666,80.83333333333333,76.33333333333333,Forward,26,119.0,6.0,19.83333333333333,41.0,6.0,23.870310909233307,3.0,2.0,0.0,96.0,41.0,1.352112676056338,54.285714285714285,26,Normal
alexandertettey,2019,46,160,2432.0,30,33,2432.0,30,1986-04-04,180.0,68.0,Norway,Medium/High,67.16666666666667,79.33333333333333,72.66666666666667,Midfielder,33,,,,,,20.98765432098765,3.5,3.0,,,,5.161290322580645,78.45161290322581,33,Normal
alexandrelacazette,2017,44,151,2291.0,32,33,8906.0,128,1991-05-28,175.16666666666666,73.66666666666667,France,High/High,83.16666666666667,74.5,84.5,Forward,26,,,,,,24.00866919367265,4.0,2.0,,,,1.1705426356589148,69.42424242424242,26,Normal
alexandrelacazette,2018,19,151,2635.0,35,37,8906.0,128,1991-05-28,175.16666666666666,73.66666666666667,France,High/High,83.16666666666667,74.5,84.5,Forward,27,2291.0,32.0,71.59375,44.0,32.0,24.00866919367265,4.0,2.0,0.0,151.0,44.0,1.1705426356589148,73.19444444444444,27,Normal
alexandrelacazette,2019,48,151,1965.0,30,34,8906.0,128,1991-05-28,175.16666666666666,73.66666666666667,France,High/High,83.16666666666667,74.5,84.5,Forward,28,4926.0,67.0,73.5223880597015,31.5,33.5,24.00866919367265,4.0,2.0,0.0,302.0,19.0,1.1705426356589148,63.38709677419355,28,Normal
alexandrelacazette,2020,1,151,2015.0,31,36,8906.0,128,1991-05-28,175.16666666666666,73.66666666666667,France,High/High,83.16666666666667,74.5,84.5,Forward,29,6891.0,97.0,71.04123711340206,37.0,32.333333333333336,24.00866919367265,4.0,2.0,0.0,453.0,48.0,1.1705426356589148,62.96875,29,Normal
alexismacallister,2020,38,38,1178.0,21,30,1550.0,30,1998-12-24,175.0,71.0,Argentina,Medium/Medium,69.5,57.75,70.0,Midfielder,22,,,,,,23.18367346938776,3.0,3.0,,,,1.2258064516129032,53.54545454545455,22,Normal
alexiwobi,2016,27,63,1522.0,26,35,8771.0,142,1996-05-03,181.0,73.5,Nigeria,Medium/Medium,77.83333333333333,63.833333333333336,71.83333333333333,Forward,20,,,,,,22.43521260034797,3.0,2.0,,,,0.4405594405594406,56.370370370370374,20,Normal
alexiwobi,2018,1,63,2072.0,35,36,8771.0,142,1996-05-03,181.0,73.5,Nigeria,Medium/Medium,77.83333333333333,63.833333333333336,71.83333333333333,Forward,22,1522.0,26.0,58.53846153846154,27.0,26.0,22.43521260034797,3.0,2.0,0.0,63.0,27.0,0.4405594405594406,57.55555555555556,22,Normal
alexiwobi,2019,35,63,1657.0,25,30,8771.0,142,1996-05-03,181.0,73.5,Nigeria,Medium/Medium,77.83333333333333,63.833333333333336,71.83333333333333,Forward,23,3594.0,61.0,58.91803278688525,14.0,30.5,22.43521260034797,3.0,2.0,0.0,126.0,1.0,0.4405594405594406,63.73076923076923,23,Normal
alexmccarthy,2016,291,368,0.0,0,9,9595.0,101,1989-12-03,193.0,79.0,England,Medium/Medium,,,76.0,Goalkeeper,27,,,,,,21.20862305028323,3.0,0.0,,,,3.607843137254902,0.0,27,Normal
alexmccarthy,2018,52,368,2375.0,25,33,9595.0,101,1989-12-03,193.0,79.0,England,Medium/Medium,,,76.0,Goalkeeper,29,0.0,0.0,,291.0,0.0,21.20862305028323,3.0,0.0,1.0,368.0,291.0,3.607843137254902,91.34615384615384,29,Normal
alexmccarthy,2019,9,368,2660.0,28,36,9595.0,101,1989-12-03,193.0,79.0,England,Medium/Medium,,,76.0,Goalkeeper,30,2375.0,25.0,95.0,171.5,12.5,21.20862305028323,3.0,0.0,0.0,736.0,52.0,3.607843137254902,91.72413793103448,30,Normal
alexmccarthy,2020,16,368,2850.0,30,37,9595.0,101,1989-12-03,193.0,79.0,England,Medium/Medium,,,76.0,Goalkeeper,31,5035.0,53.0,95.0,117.33333333333331,17.666666666666668,21.20862305028323,3.0,0.0,0.0,1104.0,9.0,3.607843137254902,91.93548387096774,31,Normal
alexpritchard,2017,132,191,1088.0,14,16,3261.0,44,1993-05-03,171.0,62.0,England,High/Medium,70.83333333333333,51.0,72.5,Midfielder,24,,,,,,21.20310522895934,3.5,3.0,,,,4.2444444444444445,72.53333333333333,24,Normal
alexpritchard,2018,16,191,2173.0,30,37,3261.0,44,1993-05-03,171.0,62.0,England,High/Medium,70.83333333333333,51.0,72.5,Midfielder,25,1088.0,14.0,77.71428571428571,132.0,14.0,21.20310522895934,3.5,3.0,1.0,191.0,132.0,4.2444444444444445,70.09677419354838,25,Normal
alexsmithies,2018,50,50,0.0,0,26,0.0,0,1990-03-05,188.16666666666663,88.0,England,Medium/Medium,,,71.33333333333333,Goalkeeper,28,,,,,,24.85405694623036,3.0,0.0,,,,50.0,0.0,28,Normal
alfiemawson,2018,193,671,1195.0,15,19,7370.0,80,1994-01-19,188.3333333333333,86.0,England,Medium/High,54.16666666666666,71.0,69.83333333333333,Defender,24,,,,,,24.24622131725273,3.5,1.0,,,,8.283950617283951,74.6875,24,Normal
alirezajahanbakhsh,2018,68,201,1075.0,19,24,2008.0,50,1993-08-11,180.0,77.0,Iran,High/High,82.16666666666667,70.16666666666667,74.33333333333333,Forward,25,,,,,,23.76543209876543,4.0,2.0,,,,3.9411764705882355,53.75,25,Normal
alirezajahanbakhsh,2019,31,201,339.0,10,19,2008.0,50,1993-08-11,180.0,77.0,Iran,High/High,82.16666666666667,70.16666666666667,74.33333333333333,Forward,26,1075.0,19.0,56.578947368421055,68.0,19.0,23.76543209876543,4.0,2.0,0.0,201.0,68.0,3.9411764705882355,30.818181818181817,26,Normal
alirezajahanbakhsh,2020,78,201,594.0,21,27,2008.0,50,1993-08-11,180.0,77.0,Iran,High/High,82.16666666666667,70.16666666666667,74.33333333333333,Forward,27,1414.0,29.0,48.75862068965517,49.5,14.5,23.76543209876543,4.0,2.0,0.0,402.0,31.0,3.9411764705882355,27.0,27,Normal
andrearanocchia,2016,11,50,1404.0,16,16,1404.0,16,1988-02-16,195.0,81.0,Italy,Low/Medium,41.333333333333336,72.66666666666667,75.83333333333333,Defender,28,,,,,,21.301775147929,2.5,1.0,,,,2.9411764705882355,82.58823529411765,28,Normal
andreaschristensen,2017,12,146,2178.0,27,36,6219.0,73,1996-04-10,187.66666666666663,77.83333333333333,Denmark,Low/Medium,64.5,69.66666666666667,77.16666666666667,Defender,21,,,,,,22.09995299224846,2.5,1.0,,,,1.972972972972973,77.78571428571429,21,Normal
andreaschristensen,2018,15,146,655.0,8,30,6219.0,73,1996-04-10,187.66666666666663,77.83333333333333,Denmark,Low/Medium,64.5,69.66666666666667,77.16666666666667,Defender,22,2178.0,27.0,80.66666666666667,12.0,27.0,22.09995299224846,2.5,1.0,0.0,146.0,12.0,1.972972972972973,72.77777777777777,22,Normal
andreaschristensen,2019,40,146,1842.0,21,35,6219.0,73,1996-04-10,187.66666666666663,77.83333333333333,Denmark,Low/Medium,64.5,69.66666666666667,77.16666666666667,Defender,23,2833.0,35.0,80.94285714285714,13.5,17.5,22.09995299224846,2.5,1.0,0.0,292.0,15.0,1.972972972972973,83.72727272727273,23,Normal
andreaschristensen,2020,54,146,1544.0,17,23,6219.0,73,1996-04-10,187.66666666666663,77.83333333333333,Denmark,Low/Medium,64.5,69.66666666666667,77.16666666666667,Defender,24,4675.0,56.0,83.48214285714286,22.33333333333333,18.666666666666668,22.09995299224846,2.5,1.0,0.0,438.0,40.0,1.972972972972973,85.77777777777777,24,Normal
andregray,2018,43,102,1465.0,29,30,6251.0,115,1991-06-26,180.0,78.0,England,High/Medium,88.0,73.5,74.5,Forward,27,,,,,,24.074074074074076,3.5,2.0,,,,0.8793103448275862,48.833333333333336,27,Normal
andrewrobertson,2016,42,79,2887.0,33,34,15150.0,165,1994-03-11,178.0,63.66666666666666,Scotland,High/High,82.33333333333333,72.66666666666667,79.33333333333333,Defender,22,,,,,,20.094264192231616,4.0,1.0,,,,0.4759036144578313,84.91176470588235,22,Normal
andrewrobertson,2017,2,79,2038.0,22,27,15150.0,165,1994-03-11,178.0,63.66666666666666,Scotland,High/High,82.33333333333333,72.66666666666667,79.33333333333333,Defender,23,2887.0,33.0,87.48484848484848,42.0,33.0,20.094264192231616,4.0,1.0,0.0,79.0,42.0,0.4759036144578313,88.6086956521739,23,Normal
andrewrobertson,2018,20,79,3384.0,36,37,15150.0,165,1994-03-11,178.0,63.66666666666666,Scotland,High/High,82.33333333333333,72.66666666666667,79.33333333333333,Defender,24,4925.0,55.0,89.54545454545455,22.0,27.5,20.094264192231616,4.0,1.0,0.0,158.0,2.0,0.4759036144578313,91.45945945945945,24,Normal
andrewrobertson,2019,11,79,3278.0,36,36,15150.0,165,1994-03-11,178.0,63.66666666666666,Scotland,High/High,82.33333333333333,72.66666666666667,79.33333333333333,Defender,25,8309.0,91.0,91.3076923076923,21.33333333333333,30.33333333333333,20.094264192231616,4.0,1.0,0.0,237.0,20.0,0.4759036144578313,88.5945945945946,25,Normal
andrewrobertson,2020,4,79,3563.0,38,38,15150.0,165,1994-03-11,178.0,63.66666666666666,Scotland,High/High,82.33333333333333,72.66666666666667,79.33333333333333,Defender,26,11587.0,127.0,91.23622047244096,18.75,31.75,20.094264192231616,4.0,1.0,0.0,316.0,11.0,0.4759036144578313,91.35897435897436,26,Normal
andrewsurman,2016,106,234,1927.0,22,22,5672.0,70,1986-08-20,178.0,73.0,England,Medium/Medium,59.0,69.4,74.8,Midfielder,30,,,,,,23.04002019946976,3.0,3.0,,,,3.295774647887324,83.78260869565217,30,Normal
andrewsurman,2018,82,234,1522.0,18,30,5672.0,70,1986-08-20,178.0,73.0,England,Medium/Medium,59.0,69.4,74.8,Midfielder,32,1927.0,22.0,87.5909090909091,106.0,22.0,23.04002019946976,3.0,3.0,0.0,234.0,106.0,3.295774647887324,80.10526315789474,32,Normal
andrewsurman,2019,46,234,251.0,5,29,5672.0,70,1986-08-20,178.0,73.0,England,Medium/Medium,59.0,69.4,74.8,Midfielder,33,3449.0,40.0,86.225,94.0,20.0,23.04002019946976,3.0,3.0,0.0,468.0,82.0,3.295774647887324,41.833333333333336,33,Normal
andriyyarmolenko,2018,222,419,485.0,9,9,1979.0,47,1989-10-23,189.75,82.5,Ukraine,High/Medium,71.75,71.25,79.25,Forward,29,,,,,,22.91344446353898,3.5,2.0,,,,8.729166666666666,48.5,29,Normal
andriyyarmolenko,2019,82,419,1061.0,23,24,1979.0,47,1989-10-23,189.75,82.5,Ukraine,High/Medium,71.75,71.25,79.25,Forward,30,485.0,9.0,53.888888888888886,222.0,9.0,22.91344446353898,3.5,2.0,1.0,419.0,222.0,8.729166666666666,44.208333333333336,30,Normal
andriyyarmolenko,2020,53,419,433.0,15,25,1979.0,47,1989-10-23,189.75,82.5,Ukraine,High/Medium,71.75,71.25,79.25,Forward,31,1546.0,32.0,48.3125,152.0,16.0,22.91344446353898,3.5,2.0,0.0,838.0,82.0,8.729166666666666,27.0625,31,Normal
androstownsend,2019,65,65,1379.0,24,29,12810.0,168,1991-07-16,180.0,75.66666666666667,England,High/High,82.83333333333333,65.0,77.33333333333333,Midfielder,28,,,,,,23.35390946502057,4.0,3.0,,,,0.38461538461538464,55.16,28,Normal
andycarroll,2016,285,949,1375.0,18,19,3905.0,82,1989-01-06,192.3333333333333,79.0,England,Medium/High,54.66666666666666,81.83333333333333,76.66666666666667,Forward,27,,,,,,21.35590471241617,3.5,2.0,,,,11.433734939759036,72.36842105263158,27,Normal
andycarroll,2017,99,949,874.0,16,21,3905.0,82,1989-01-06,192.3333333333333,79.0,England,Medium/High,54.66666666666666,81.83333333333333,76.66666666666667,Forward,28,1375.0,18.0,76.38888888888889,285.0,18.0,21.35590471241617,3.5,2.0,1.0,949.0,285.0,11.433734939759036,51.411764705882355,28,Normal
andycarroll,2018,337,949,505.0,12,16,3905.0,82,1989-01-06,192.3333333333333,79.0,England,Medium/High,54.66666666666666,81.83333333333333,76.66666666666667,Forward,29,2249.0,34.0,66.1470588235294,192.0,17.0,21.35590471241617,3.5,2.0,0.0,1898.0,99.0,11.433734939759036,38.84615384615385,29,Normal
andycarroll,2019,190,949,708.0,19,21,3905.0,82,1989-01-06,192.3333333333333,79.0,England,Medium/High,54.66666666666666,81.83333333333333,76.66666666666667,Forward,30,2754.0,46.0,59.869565217391305,240.33333333333331,15.333333333333334,21.35590471241617,3.5,2.0,1.0,2847.0,337.0,11.433734939759036,35.4,30,Normal
andycarroll,2020,38,949,443.0,17,35,3905.0,82,1989-01-06,192.3333333333333,79.0,England,Medium/High,54.66666666666666,81.83333333333333,76.66666666666667,Forward,31,3462.0,65.0,53.261538461538464,227.75,16.25,21.35590471241617,3.5,2.0,1.0,3796.0,190.0,11.433734939759036,24.61111111111111,31,Normal
angelgomes,2018,10,25,35.0,2,3,71.0,5,2000-08-31,168.25,61.0,England,Medium/Medium,74.25,40.75,66.0,Midfielder,18,,,,,,21.548631242424307,3.0,3.0,,,,4.166666666666667,11.666666666666666,18,Normal
angeloogbonna,2016,200,281,1850.0,20,24,12444.0,135,1988-05-23,191.0,86.0,Italy,Medium/Medium,64.66666666666667,75.83333333333333,78.33333333333333,Defender,28,,,,,,23.573915188728375,3.0,1.0,,,,2.0661764705882355,88.0952380952381,28,Normal
